sub_field_name,sub_field_id,topic_name,topic_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Computer Networks and Communications,https://openalex.org/subfields/1705,Wireless Networks and Protocols,https://openalex.org/T11158,5,1,2,7,2,8,10,8,19,30,37,32,47,71,61,89,88,109,86,115,89,83,85,85,78,74,77,75,82,99,129,145,923,901,1004,1493,1945,1738,1874,1694,1670,1568,1524,1382,1270,1200,1135,1024,871,806,636,463,420,402,304
Computer Networks and Communications,https://openalex.org/subfields/1705,Wireless Sensor Networks for Data Analysis,https://openalex.org/T14353,36,32,34,50,36,36,39,42,50,50,49,41,51,47,50,60,64,73,60,57,68,61,59,77,84,79,68,89,138,126,164,146,226,199,194,255,234,289,366,411,452,503,457,452,435,396,459,463,395,327,282,136,94,99,154
Computer Science Applications,https://openalex.org/subfields/1706,Digital Media and Philosophy,https://openalex.org/T14114,3,2,3,4,6,4,2,4,5,4,2,3,3,6,6,2,0,3,5,1,8,3,6,9,13,12,7,12,10,14,20,16,17,21,30,41,48,50,58,84,85,83,140,122,134,206,182,170,162,246,228,231,188,179,158
Computer Science Applications,https://openalex.org/subfields/1706,E-Learning and Knowledge Management,https://openalex.org/T14246,124,9,17,14,12,18,17,22,26,31,45,48,42,49,54,70,80,73,80,84,83,108,99,143,143,162,245,273,312,327,456,512,634,691,849,962,1151,1285,1461,1640,2058,2251,2435,2640,2919,3204,3585,3397,3427,3394,3513,2663,1629,1824,2193
Computer Science Applications,https://openalex.org/subfields/1706,History of Computing Technologies,https://openalex.org/T12797,57,38,40,31,36,49,59,60,51,65,60,66,64,70,110,89,101,72,69,93,80,97,89,95,87,106,115,107,117,142,145,137,158,150,178,161,177,156,169,138,137,160,166,155,161,184,159,211,157,150,130,141,102,125,127
Computer Science Applications,https://openalex.org/subfields/1706,IoT-based Control Systems,https://openalex.org/T13541,6,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,1,0,0,0,2,1,1,1,2,1,2,3,2,3,4,14,13,21,31,66,125,191,126,168,253,268,446,632,920,1148,1497,1779,2103,1796,1814,1044
Computer Science Applications,https://openalex.org/subfields/1706,Mobile Crowdsensing and Crowdsourcing,https://openalex.org/T11704,1,0,2,0,0,2,0,2,2,0,0,1,0,0,2,3,1,1,2,3,2,3,1,7,2,4,3,1,3,2,7,3,9,9,15,19,26,40,64,125,208,344,517,664,849,995,979,956,1007,974,860,775,660,596,509
Computer Science Applications,https://openalex.org/subfields/1706,Online Learning and Analytics,https://openalex.org/T11122,37,37,31,37,55,51,61,40,48,36,38,44,59,59,97,79,72,96,68,89,82,71,66,85,81,98,119,116,120,156,149,172,235,254,302,364,349,402,479,589,701,777,1056,1539,2277,2526,2707,2889,3272,3550,3942,3915,3714,4639,6582
Computer Science Applications,https://openalex.org/subfields/1706,Open Education and E-Learning,https://openalex.org/T12171,123,121,168,168,169,147,177,132,141,115,79,123,114,129,145,129,170,178,209,210,189,212,240,290,302,347,434,499,555,560,603,738,926,1021,1215,1303,1261,1356,1446,1435,1627,1555,1746,1622,1585,1534,1659,1634,1598,1628,1677,838,471,484,774
Computer Science Applications,https://openalex.org/subfields/1706,Open Source Software Innovations,https://openalex.org/T11675,9,9,16,10,12,16,16,22,18,12,21,15,23,24,26,33,48,34,43,53,62,55,62,66,81,90,106,82,115,127,143,175,299,354,419,549,538,642,675,809,880,903,971,1011,997,985,866,842,798,754,662,599,500,483,459
Computer Science Applications,https://openalex.org/subfields/1706,Scientific Research and Technology,https://openalex.org/T14100,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,2,1,0,1,1,1,1,0,0,0,0,0,2,4,4,4,6,3,9,10,6,13,9,17,21,19,27,41,50,88,111,142,303,240,257,377,241
Computer Science Applications,https://openalex.org/subfields/1706,Teaching and Learning Programming,https://openalex.org/T10533,147,116,125,153,172,164,219,163,222,178,162,181,203,267,296,278,323,315,336,275,259,235,280,227,297,286,319,316,397,333,384,460,666,687,694,789,834,889,889,1031,1001,1051,1161,1334,1429,1577,1666,1814,2045,2348,2755,1977,1931,2097,2728
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Advanced Data Compression Techniques,https://openalex.org/T10901,63,69,65,72,88,127,97,120,133,138,177,152,184,198,197,232,257,287,365,384,479,625,706,821,811,884,964,966,971,989,1072,893,4793,2564,1762,2771,2168,1899,1764,1704,1605,1472,1447,1324,1129,1088,998,892,795,773,612,583,496,575,1031
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Advanced Image and Video Retrieval Techniques,https://openalex.org/T10627,12,11,7,11,1,17,8,18,13,17,19,33,22,23,33,32,52,57,75,82,106,115,117,112,137,137,170,156,205,226,265,249,886,610,624,849,1030,1300,1603,2075,2346,2497,2641,2997,3097,3092,2700,2540,2413,2384,2120,2238,2045,2190,2214
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Advanced Image Processing Techniques,https://openalex.org/T11105,3,2,4,6,6,9,6,8,9,7,7,8,9,15,16,13,19,13,22,35,40,74,62,72,57,65,77,89,123,100,102,113,374,262,312,426,450,604,582,677,799,835,813,890,931,970,942,945,1099,1537,1639,1995,2045,2351,2068
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Advanced Neural Network Applications,https://openalex.org/T10036,0,1,1,2,0,1,0,0,1,0,1,1,0,1,0,2,1,5,3,3,3,8,3,8,4,6,5,9,2,9,3,9,17,13,13,19,21,31,27,52,57,81,85,151,156,332,612,1227,2205,3565,4272,5911,6796,8283,5460
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Advanced Steganography and Watermarking Techniques,https://openalex.org/T10388,8,2,0,0,1,0,0,0,0,0,1,1,1,1,2,0,2,0,0,3,3,2,2,4,8,17,24,40,139,197,329,442,994,1112,1336,1672,2018,2152,2385,2656,2755,2489,2659,2863,2699,2585,2361,2196,2314,2296,2097,2078,1895,2026,2034
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Advanced Vision and Imaging,https://openalex.org/T10531,42,29,30,46,34,39,46,45,51,63,63,98,78,107,130,185,228,272,317,370,435,479,509,547,642,609,738,737,836,907,948,894,3985,2589,2161,2482,2597,2473,2462,2579,2756,2857,2755,2714,2594,2448,2332,2280,2265,2354,2230,2475,2423,2747,2481
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Augmented Reality Applications,https://openalex.org/T10888,43,34,41,35,56,57,48,48,51,31,65,42,70,97,93,83,96,85,91,94,116,96,137,121,152,165,171,225,247,256,309,312,661,653,712,711,707,715,815,818,1031,1191,1313,1467,1596,1653,1727,1947,2355,2719,2675,2516,2326,2548,2916
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Chaos-based Image/Signal Encryption,https://openalex.org/T11017,37,26,21,25,17,22,30,24,33,35,36,42,61,61,63,60,58,72,90,89,75,87,89,94,102,119,160,138,141,161,218,235,423,457,572,663,825,838,1020,1130,1233,1268,1383,1560,1668,1600,1549,1652,1890,2053,1977,2005,2059,2220,2483
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Context-Aware Activity Recognition Systems,https://openalex.org/T10444,9,14,15,14,14,12,11,17,21,20,23,21,29,38,35,41,20,38,47,39,55,47,50,62,82,92,90,110,123,158,229,283,553,612,876,1110,1381,1393,1587,1672,1866,1950,1942,2051,2062,2208,2244,2029,2151,1986,1956,1682,1686,1734,1984
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Currency Recognition and Detection,https://openalex.org/T14319,11,12,10,11,8,14,7,13,7,19,7,12,6,7,11,14,16,9,12,17,6,12,21,14,10,24,33,33,38,24,49,41,74,65,77,74,103,88,106,96,139,125,148,153,170,191,182,201,297,332,338,384,361,457,552
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Data Visualization and Analytics,https://openalex.org/T10799,23,32,19,21,36,42,39,39,38,34,41,40,37,55,64,56,85,89,101,118,132,181,216,231,263,283,285,306,364,350,402,412,829,675,795,745,894,859,965,1024,1106,1155,1214,1330,1479,1575,1563,1465,1466,1477,1448,1236,1084,1080,1063
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Digital Image Processing Techniques,https://openalex.org/T12923,58,70,88,98,76,101,91,93,109,125,117,185,163,161,187,207,178,197,213,239,234,230,284,259,255,273,267,238,255,239,229,237,714,497,329,437,343,382,420,369,397,398,325,367,366,301,312,304,260,292,262,239,166,183,218
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Digital Imaging for Blood Diseases,https://openalex.org/T12874,51,50,64,67,52,42,58,63,64,78,69,54,56,63,65,70,71,89,75,80,87,82,61,78,63,85,94,74,79,89,116,100,138,136,160,209,202,201,243,270,319,327,387,379,418,504,612,605,777,836,938,899,963,1093,1383
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Digital Media Forensic Detection,https://openalex.org/T12357,14,10,6,9,9,10,3,2,9,8,8,9,8,7,13,5,11,15,14,4,11,16,8,13,7,19,19,24,21,30,28,28,61,54,81,98,143,175,225,322,381,363,413,474,526,558,603,628,732,827,867,1020,1083,1253,1614
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Face and Expression Recognition,https://openalex.org/T10057,21,25,30,23,15,18,21,20,21,21,17,20,11,19,25,21,26,17,27,33,52,57,69,61,86,99,150,153,182,181,275,293,923,933,1096,1336,1793,1636,1999,2154,2435,2257,2383,2568,2651,2568,2326,2299,2258,2169,1897,1796,1582,1456,1814
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Face recognition and analysis,https://openalex.org/T11448,3,3,7,5,7,10,3,13,8,11,7,14,9,12,7,14,15,18,18,18,17,37,38,39,48,55,79,90,133,112,124,182,383,389,409,454,587,566,611,696,745,728,764,838,897,1044,1154,1427,1524,1993,1995,2565,2487,2636,2414
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Generative Adversarial Networks and Image Synthesis,https://openalex.org/T10775,0,0,0,1,0,1,0,1,0,2,2,3,0,1,2,2,1,2,1,4,1,7,10,18,6,4,6,7,4,8,9,14,33,46,35,53,71,97,93,111,159,135,151,171,221,225,268,477,820,1194,1314,1810,1586,2122,1684
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Graph Theory and Algorithms,https://openalex.org/T12292,25,23,18,18,31,20,18,35,14,32,29,28,30,33,41,46,51,46,49,79,66,75,73,69,68,72,90,81,89,89,96,95,151,160,166,152,180,194,207,233,278,316,426,502,579,660,785,734,693,763,668,668,570,519,719
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Handwritten Text Recognition Techniques,https://openalex.org/T10601,56,46,42,35,51,51,38,54,43,67,40,55,58,51,62,55,92,81,105,118,134,179,207,262,362,284,382,252,293,409,283,252,1322,640,750,779,743,855,790,967,1002,1095,1112,1214,1295,1351,1229,1383,1417,1702,1585,1690,1522,1755,1777
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Human Pose and Action Recognition,https://openalex.org/T10812,2,2,1,1,0,2,1,1,2,2,3,3,2,1,1,5,3,7,1,4,6,9,9,9,13,7,28,16,25,28,37,25,130,137,148,186,245,242,353,410,449,566,607,784,895,938,963,1163,1325,1737,1859,2463,2447,2958,2524
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image and Object Detection Techniques,https://openalex.org/T12549,18,15,20,22,20,18,29,33,19,35,31,47,57,70,82,82,122,144,178,190,204,215,250,240,273,225,306,249,270,223,248,238,962,618,456,572,591,556,614,710,824,770,684,683,684,629,544,521,526,557,470,461,419,426,452
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image and Signal Denoising Methods,https://openalex.org/T10688,40,45,56,83,78,103,89,96,112,140,118,149,157,154,160,220,199,228,248,300,361,480,662,717,816,869,1039,970,1091,1092,1152,1120,4031,2258,1833,2536,2387,2376,2348,2476,2577,2570,2754,2730,2604,2380,2189,2029,2073,2067,1789,1807,1709,1781,2229
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image and Video Quality Assessment,https://openalex.org/T11165,11,5,7,15,10,7,10,8,11,9,13,11,9,18,15,11,25,19,24,39,42,39,55,49,52,66,72,68,95,108,120,103,287,254,235,379,384,405,510,609,751,777,903,1002,1196,1261,1324,1237,1333,1348,1180,1113,1203,1242,1052
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image and Video Stabilization,https://openalex.org/T13579,0,3,1,2,3,1,1,1,2,4,4,3,1,5,4,9,10,13,14,17,16,19,23,30,27,28,35,21,51,58,82,102,175,191,219,268,353,387,437,461,471,459,383,331,319,293,232,198,197,180,153,112,87,123,206
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image Enhancement Techniques,https://openalex.org/T11019,9,8,12,10,7,14,11,14,12,15,17,16,12,18,13,29,17,13,22,42,40,57,55,46,59,50,58,48,72,73,74,66,207,206,212,318,367,455,502,604,746,782,809,1036,1151,1182,1203,1285,1378,1589,1672,1972,2324,2637,2510
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image Processing and 3D Reconstruction,https://openalex.org/T14339,196,163,166,155,200,185,183,165,180,194,199,205,232,221,254,264,259,269,296,325,369,339,372,413,399,427,484,408,450,503,568,664,983,924,1243,1649,1915,1984,2155,2119,2255,1801,1495,1417,1419,1482,1408,1380,1372,1465,1207,1038,759,866,1811
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Image Retrieval and Classification Techniques,https://openalex.org/T10824,20,23,34,37,44,36,36,57,47,62,54,51,65,75,81,102,113,147,173,182,187,230,277,303,331,387,539,522,630,747,747,909,2272,1860,1666,1969,2055,2161,2240,2363,2503,2285,2383,2327,2250,2033,1921,1669,1509,1494,1135,987,806,825,1275
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Medical Image Segmentation Techniques,https://openalex.org/T10052,17,18,19,28,16,22,30,37,35,47,53,61,72,97,100,89,99,143,164,188,257,297,453,358,473,448,588,542,587,560,569,655,2116,1446,1210,1800,1746,1879,1950,2055,2229,2188,2043,2173,2059,1840,1663,1540,1366,1304,1079,1025,873,885,1518
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Multimodal Machine Learning Applications,https://openalex.org/T11714,1,0,0,1,0,1,1,0,1,1,2,4,1,0,3,1,2,2,4,2,0,0,3,3,3,7,8,9,6,3,7,5,15,20,19,11,16,23,39,31,38,60,51,98,90,177,317,507,783,1215,1305,1916,2029,2814,2283
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Music Technology and Sound Studies,https://openalex.org/T11349,307,341,297,314,303,332,323,338,398,540,548,474,525,486,503,543,492,547,591,565,612,714,630,705,720,708,845,719,772,881,835,1003,1148,1153,1294,1461,1480,1720,1676,1862,2107,2126,2146,2290,2288,2282,2652,2086,1929,1822,1697,1335,927,1133,1266
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Optical measurement and interference techniques,https://openalex.org/T10638,162,166,147,175,214,248,229,205,242,268,235,236,264,303,287,341,388,433,443,451,556,582,553,614,692,633,740,720,744,800,738,793,1268,1217,1160,1374,1504,1376,1449,1526,1690,1768,1709,1829,1790,1892,1766,1694,1708,1951,1636,1718,1660,1815,1832
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Robotic Path Planning Algorithms,https://openalex.org/T10586,45,30,26,30,19,38,28,27,30,36,27,49,53,66,102,140,220,234,285,308,347,386,397,455,475,487,505,477,586,571,650,711,2855,1658,1612,1966,2080,1892,2131,2313,2498,2637,2792,2856,2776,2640,2659,2880,3325,3645,3632,4029,4136,4759,6114
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Video Analysis and Summarization,https://openalex.org/T11439,22,10,21,14,18,12,11,14,7,18,22,13,23,28,20,22,34,19,41,33,43,48,68,73,104,168,192,236,299,327,445,685,1240,1255,1107,1360,1324,1498,1450,1435,1550,1428,1324,1263,1235,1197,1043,958,933,985,957,909,830,866,1184
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Video Surveillance and Tracking Methods,https://openalex.org/T10331,4,1,3,3,1,3,3,3,3,1,4,5,2,5,5,5,3,4,7,19,19,22,23,34,48,41,64,68,79,78,99,139,455,515,687,859,1182,1352,1638,1878,2068,2168,2328,2560,2782,2776,2703,2935,3130,3646,3485,3889,3970,3971,3495
Computer Vision and Pattern Recognition,https://openalex.org/subfields/1707,Visual Attention and Saliency Detection,https://openalex.org/T11605,4,2,4,9,2,4,5,4,7,4,3,6,10,5,6,4,8,7,6,4,20,13,23,20,20,24,23,23,32,41,36,46,85,84,127,192,198,198,264,398,626,577,646,766,859,972,948,994,961,1094,1022,1014,1093,1168,999
Hardware and Architecture,https://openalex.org/subfields/1708,Cloud Computing and Remote Desktop Technologies,https://openalex.org/T14067,1,2,5,2,3,5,5,1,3,4,2,4,6,3,13,12,12,18,39,39,64,40,56,55,45,50,37,46,60,72,91,134,212,194,163,244,260,264,269,303,373,344,347,347,321,238,205,149,152,149,120,83,76,72,132
Hardware and Architecture,https://openalex.org/subfields/1708,Embedded Systems Design Techniques,https://openalex.org/T10904,116,108,110,136,155,216,238,340,336,443,404,441,592,557,473,533,618,616,631,585,604,594,686,682,733,752,824,772,804,850,901,929,3832,2458,1943,2483,2365,2166,2146,2139,2053,1963,1873,1801,1653,1529,1423,1267,1125,1050,924,779,568,635,1148
Hardware and Architecture,https://openalex.org/subfields/1708,Energy Efficiency in Computing,https://openalex.org/T14098,1,2,0,2,1,1,1,0,0,2,0,0,0,1,1,2,1,2,0,4,0,1,3,1,5,1,3,2,3,5,10,22,29,21,30,41,45,55,66,62,80,77,93,66,54,63,56,46,41,30,24,28,16,21,24
Hardware and Architecture,https://openalex.org/subfields/1708,Network Packet Processing and Optimization,https://openalex.org/T12326,5,3,4,4,7,3,9,4,10,4,6,10,15,12,10,14,14,17,21,24,27,32,30,37,35,39,58,54,75,84,115,190,401,425,438,549,638,580,643,744,668,576,538,570,489,435,415,332,405,323,255,212,218,233,254
Hardware and Architecture,https://openalex.org/subfields/1708,Parallel Computing and Optimization Techniques,https://openalex.org/T10054,171,200,210,300,270,305,395,370,396,448,484,452,690,663,640,660,821,1012,1168,1111,1179,1231,1352,1458,1550,1449,1419,1417,1486,1488,1504,1518,5543,3389,2609,3057,2771,2724,2827,3222,3432,3875,4017,3952,4008,3923,3725,3305,3140,2803,2402,2238,1884,1866,2044
Hardware and Architecture,https://openalex.org/subfields/1708,Physical Unclonable Functions (PUFs) and Hardware Security,https://openalex.org/T12122,4,1,3,5,1,1,4,4,7,4,3,2,4,6,8,10,15,5,9,5,8,6,10,5,10,11,12,10,13,12,18,28,56,38,49,72,89,101,145,169,227,233,291,400,487,515,675,770,895,975,974,971,1015,1079,977
Hardware and Architecture,https://openalex.org/subfields/1708,Real-Time Systems Scheduling,https://openalex.org/T10933,15,23,37,34,29,49,53,50,48,67,77,59,71,89,87,100,135,174,181,206,241,252,333,341,357,331,376,437,398,474,520,502,2275,1380,1092,1138,1326,1153,1163,1218,1294,1281,1243,1232,1271,1139,1020,951,872,790,700,599,481,501,482
Hardware and Architecture,https://openalex.org/subfields/1708,VLSI and Analog Circuit Testing,https://openalex.org/T11032,69,70,89,63,97,110,116,117,153,173,150,206,238,269,319,325,382,358,392,403,472,572,534,555,527,585,563,578,572,552,607,571,4844,2718,1321,1852,1581,1470,1447,1327,1371,1281,1116,1088,1124,1043,999,849,810,742,623,551,471,545,884
Human-Computer Interaction,https://openalex.org/subfields/1709,Digital Communication and Language,https://openalex.org/T13155,24,18,15,26,17,29,29,22,25,26,27,34,36,38,36,35,49,51,41,47,59,55,63,62,70,92,102,122,148,159,210,260,336,397,393,482,567,615,673,800,954,949,1088,1020,1071,1217,1185,1217,1344,1390,1394,1197,979,1099,1252
Human-Computer Interaction,https://openalex.org/subfields/1709,Gaze Tracking and Assistive Technology,https://openalex.org/T11707,32,31,26,37,24,37,29,41,35,44,37,50,43,49,45,59,46,59,62,74,60,59,75,95,78,106,105,106,112,119,190,180,468,400,430,505,592,578,706,750,906,926,1031,1077,1163,1234,1269,1244,1330,1334,1184,1158,1053,1178,1295
Human-Computer Interaction,https://openalex.org/subfields/1709,Hand Gesture Recognition Systems,https://openalex.org/T11398,17,15,7,13,15,18,12,22,16,21,23,23,21,22,27,34,37,32,43,49,54,51,59,67,86,96,116,118,130,134,165,174,477,404,371,445,590,528,615,668,796,933,1126,1327,1382,1430,1477,1462,1563,1695,1720,1793,1967,2394,2772
Human-Computer Interaction,https://openalex.org/subfields/1709,Innovative Human-Technology Interaction,https://openalex.org/T10803,6,2,0,1,3,1,4,3,4,5,1,5,3,5,4,7,8,5,12,11,8,15,19,9,15,19,24,22,26,45,89,70,155,185,237,325,389,484,644,695,875,888,977,1159,1343,1427,1468,1314,1448,1466,1346,1291,1312,1244,1246
Human-Computer Interaction,https://openalex.org/subfields/1709,Interactive and Immersive Displays,https://openalex.org/T10789,21,38,28,41,36,53,37,30,29,25,45,45,56,52,52,55,73,59,68,66,77,64,90,101,79,106,137,155,184,242,241,302,498,530,597,640,775,794,822,953,1095,990,1113,1189,1147,1045,1020,822,802,734,558,485,451,435,517
Human-Computer Interaction,https://openalex.org/subfields/1709,Persona Design and Applications,https://openalex.org/T14074,1,3,4,4,4,4,1,5,6,4,3,8,4,3,8,6,14,8,9,18,15,16,22,22,24,25,21,34,29,36,40,54,64,103,97,125,126,155,202,201,248,234,253,270,272,299,305,289,318,320,331,321,279,317,443
Human-Computer Interaction,https://openalex.org/subfields/1709,Usability and User Interface Design,https://openalex.org/T10470,11,4,5,9,14,9,15,12,17,23,27,41,56,54,51,65,124,100,161,259,268,306,316,359,357,373,359,394,376,517,485,520,945,751,631,714,702,621,668,687,607,670,652,638,589,553,459,389,344,326,247,169,139,147,165
Human-Computer Interaction,https://openalex.org/subfields/1709,Virtual Reality Applications and Impacts,https://openalex.org/T10648,43,16,19,20,19,11,28,26,21,16,22,15,26,33,27,36,35,42,35,35,38,60,76,96,111,114,129,143,181,212,242,252,359,362,379,439,475,454,560,731,796,801,863,852,878,957,1177,1479,1774,2222,2448,2626,3103,3867,3907
Information Systems,https://openalex.org/subfields/1710,Advanced Computational Techniques in Science and Engineering,https://openalex.org/T13608,34,31,27,26,29,43,41,37,33,41,31,44,37,38,39,36,38,49,51,41,44,47,35,45,41,42,51,41,55,67,75,57,77,82,83,80,106,120,132,144,139,159,195,225,248,242,239,244,318,405,450,541,412,380,226
Information Systems,https://openalex.org/subfields/1710,Advanced Decision-Making Techniques,https://openalex.org/T13832,6,8,8,13,4,5,8,5,10,4,22,13,10,11,6,13,20,20,29,20,32,31,37,46,53,49,64,69,85,299,767,1139,1512,1859,2191,2682,3095,3503,3782,3966,4099,3847,3313,2875,2155,1432,708,548,549,591,521,498,478,492,1115
Information Systems,https://openalex.org/subfields/1710,Advanced Technology in Applications,https://openalex.org/T14155,1,2,1,1,0,0,1,0,0,1,0,2,1,3,2,0,0,0,0,2,3,5,4,4,5,2,5,0,4,9,12,20,25,28,38,44,41,65,55,80,80,90,56,53,100,75,51,63,81,99,151,206,226,216,227
Information Systems,https://openalex.org/subfields/1710,AI and Big Data Applications,https://openalex.org/T13647,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,2,4,5,4,9,8,2,11,10,17,15,30,24,33,28,26,31,56,112,268,481,562,462,258
Information Systems,https://openalex.org/subfields/1710,Artificial Intelligence and Decision Support Systems,https://openalex.org/T14174,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,1,1,0,1,1,0,5,4,5,3,1,1,0,1,2,5,11,15,9,19,19,24,25,20,17,29,32,53,39,38,49,37,57,60,60,59,90,114,56
Information Systems,https://openalex.org/subfields/1710,Artificial Intelligence in Education,https://openalex.org/T14414,10,10,2,6,7,7,6,13,6,7,9,12,9,9,7,12,14,14,16,7,13,8,12,10,12,8,7,11,11,15,20,18,12,12,23,23,21,15,33,36,49,44,58,80,81,105,110,152,168,185,274,283,215,272,282
Information Systems,https://openalex.org/subfields/1710,Big Data and Digital Economy,https://openalex.org/T14347,0,0,0,1,1,0,0,0,1,3,0,1,2,4,1,2,3,6,1,2,3,4,4,1,4,3,1,3,3,2,5,4,6,2,12,7,13,9,8,18,10,24,35,52,44,79,80,90,78,93,86,122,110,92,125
Information Systems,https://openalex.org/subfields/1710,Bioethics and Human Rights Issues,https://openalex.org/T14307,14,1,2,5,3,9,3,3,6,7,3,8,9,15,13,4,13,11,13,15,21,17,24,16,25,19,29,37,37,52,69,54,68,106,140,134,138,154,178,182,183,195,164,216,247,232,225,236,245,230,146,84,36,34,37
Information Systems,https://openalex.org/subfields/1710,Blockchain Technology Applications and Security,https://openalex.org/T10270,3,4,0,1,1,1,4,8,3,4,5,7,3,9,5,9,6,2,11,7,10,10,7,13,12,11,17,24,22,17,36,26,48,35,46,45,64,50,67,83,97,110,172,251,461,560,750,1698,4040,6053,7027,8143,8823,10338,9202
Information Systems,https://openalex.org/subfields/1710,Blockchain Technology in Education and Learning,https://openalex.org/T13913,31,6,3,1,0,1,0,3,0,1,1,3,4,5,0,4,4,3,5,10,8,7,8,5,11,4,11,18,18,24,33,38,50,62,88,123,142,165,280,398,558,695,959,1253,1387,1962,2323,3019,3525,4430,5167,5886,5719,6060,3771
Information Systems,https://openalex.org/subfields/1710,Chemical and Environmental Engineering Research,https://openalex.org/T14215,45,48,36,36,33,35,59,67,49,57,82,88,69,72,108,103,83,92,88,111,125,125,139,144,111,132,139,144,129,130,176,183,168,227,197,244,235,258,211,275,278,341,262,333,303,250,224,208,238,185,141,100,32,44,72
Information Systems,https://openalex.org/subfields/1710,Cloud Computing and Resource Management,https://openalex.org/T10101,25,24,29,27,33,50,49,41,46,36,45,36,46,73,84,62,101,82,82,81,86,88,100,137,129,159,152,158,155,179,212,198,337,308,337,471,542,549,762,1209,2130,3172,4224,5250,5586,5531,5408,5042,5033,4540,3850,3519,3092,3293,3532
Information Systems,https://openalex.org/subfields/1710,Cloud Data Security Solutions,https://openalex.org/T11614,4,1,1,1,5,3,2,4,3,2,3,4,0,3,4,3,6,12,7,9,11,6,9,16,14,9,22,11,15,20,15,25,36,55,59,85,88,106,114,178,382,660,1082,1438,1643,1735,1612,1631,1624,1449,1225,1108,979,1064,1173
Information Systems,https://openalex.org/subfields/1710,COVID-19 Digital Contact Tracing,https://openalex.org/T12943,2,1,1,0,1,1,1,0,0,1,0,2,5,1,2,2,3,2,1,1,2,3,1,0,0,1,4,1,3,3,1,3,1,3,6,6,8,4,9,8,7,7,13,15,18,22,25,34,44,50,1313,1183,635,380,215
Information Systems,https://openalex.org/subfields/1710,Cryptography and Residue Arithmetic,https://openalex.org/T11693,13,10,12,14,14,12,8,10,14,12,12,15,19,22,26,24,35,42,37,41,41,67,37,74,59,50,43,64,84,96,115,115,377,313,337,416,483,464,480,471,554,490,539,508,518,433,435,379,402,399,399,383,337,332,278
Information Systems,https://openalex.org/subfields/1710,Cybercrime and Law Enforcement Studies,https://openalex.org/T12519,16,10,10,17,13,28,22,17,23,21,37,33,39,41,48,41,50,76,71,52,54,80,90,83,95,142,117,149,139,171,210,253,224,307,329,396,400,432,477,524,628,592,648,783,764,950,976,1026,1128,1118,1264,1111,932,1133,1457
